depth(m),cone penetration resistance (qc (MPa)),sleeve friction(kPa),total cone resistance (tc(Mpa)),friction ratio (%),bulk density (kN/m³),effective vertical stress(kPa),pore water pressure (kPa),total vertical stress (kPa),normalised cone resistance(-),normalised cone resistance corrected for overburden (-),normalised friction ratio (%),void ratio,Soil Class
5.12,3.8,3,7.62,0.05,19,97.28,50.23,47.05,159.88,103.2,0.05,0.43,Class 2: Sand to silty sand
5.12,3.1,28.1,3.11,0.9,19,97.28,39.44,57.84,52.03,44.18,0.93,0.71,Class 3: Silty sand to sandy silt
5.13,3.13,28.1,3.13,0.9,19,97.47,39.53,57.94,52.41,44.49,0.93,0.71,Class 3: Silty sand to sandy silt
5.14,3.75,4,7.64,0.04,19,97.66,50.42,47.24,159.57,103.32,0.04,0.43,Class 2: Sand to silty sand
5.14,3.16,28.4,3.16,0.9,19,97.66,39.63,58.03,52.86,44.86,0.93,0.71,Class 3: Silty sand to sandy silt
5.15,3.19,28.7,3.2,0.9,19,97.85,39.73,58.12,53.3,45.23,0.93,0.7,Class 3: Silty sand to sandy silt
5.16,3.7,3,7.58,0.05,19,98.04,50.62,47.42,157.85,102.45,0.05,0.43,Class 2: Sand to silty sand
5.16,3.25,28.8,3.26,0.88,19,98.04,39.83,58.21,54.28,45.99,0.91,0.7,Class 3: Silty sand to sandy silt
5.17,3.28,28.9,3.29,0.88,19,98.23,39.93,58.3,54.66,46.3,0.91,0.7,Class 3: Silty sand to sandy silt
5.18,3.6,4,7.55,0.06,19,98.42,50.82,47.6,156.5,101.8,0.06,0.43,Class 2: Sand to silty sand
5.18,3.29,29.1,3.3,0.88,19,98.42,40.02,58.4,54.77,46.41,0.91,0.7,Class 3: Silty sand to sandy silt
5.19,3.29,29,3.29,0.88,19,98.61,40.12,58.49,54.61,46.31,0.91,0.7,Class 3: Silty sand to sandy silt
5.2,3.6,6,7.6,0.07,19,98.8,51.01,47.79,156.9,102.19,0.07,0.43,Class 2: Sand to silty sand
5.2,3.27,29.5,3.27,0.9,19,98.8,40.22,58.58,54.19,46.04,0.93,0.7,Class 3: Silty sand to sandy silt
5.21,3.24,29.6,3.25,0.91,19,98.99,40.32,58.67,53.71,45.71,0.94,0.7,Class 3: Silty sand to sandy silt
5.22,3.8,6,7.75,0.08,19,99.18,51.21,47.97,159.38,103.91,0.08,0.43,Class 2: Sand to silty sand
5.22,3.22,29.6,3.23,0.92,19,99.18,40.42,58.76,53.23,45.36,0.95,0.71,Class 3: Silty sand to sandy silt
5.23,3.21,29.8,3.22,0.93,19,99.37,40.52,58.85,53.01,45.23,0.96,0.71,Class 3: Silty sand to sandy silt
5.24,4,6,7.94,0.08,19,99.56,51.4,48.16,162.88,106.13,0.08,0.42,Class 2: Sand to silty sand
5.24,3.21,28.6,3.21,0.89,19,99.56,40.61,58.95,52.79,44.99,0.92,0.71,Class 3: Silty sand to sandy silt
5.24,0.3,18.9,0.3,6.31,19,99.56,51.4,48.16,4.14,4.14,9.45,1,Class 6: Organic soil / peat
5.25,3.2,29.3,3.21,0.91,19,99.75,40.71,59.04,52.67,44.97,0.94,0.71,Class 3: Silty sand to sandy silt
5.25,0.29,19.2,0.29,6.7,19,99.75,51.5,48.25,3.86,3.86,10.29,1,Class 6: Organic soil / peat
5.26,4.15,6,8.16,0.07,19,99.94,51.6,48.34,166.7,108.55,0.07,0.42,Class 2: Sand to silty sand
5.26,3.2,29.9,3.21,0.93,19,99.94,40.81,59.13,52.6,44.98,0.96,0.71,Class 3: Silty sand to sandy silt
5.26,0.27,19.4,0.27,7.04,19,99.94,51.6,48.34,3.6,3.6,11.08,1,Class 6: Organic soil / peat
5.27,3.21,29.8,3.21,0.93,19,100.13,40.91,59.22,52.53,44.94,0.96,0.71,Class 3: Silty sand to sandy silt
5.27,0.26,19.3,0.26,7.38,19,100.13,51.7,48.43,3.34,3.34,11.94,1,Class 6: Organic soil / peat
5.28,4.4,6,8.42,0.08,19,100.32,51.8,48.52,171.53,111.59,0.08,0.42,Class 2: Sand to silty sand
5.28,3.25,29.8,3.25,0.92,19,100.32,41.01,59.31,53.17,45.43,0.94,0.71,Class 3: Silty sand to sandy silt
5.28,0.25,19.3,0.25,7.58,19,100.32,51.8,48.52,3.16,3.16,12.54,1,Class 6: Organic soil / peat
5.29,3.26,29.7,3.27,0.91,19,100.51,41.1,59.41,53.34,45.58,0.94,0.71,Class 3: Silty sand to sandy silt
5.29,0.25,19.1,0.25,7.67,19,100.51,51.89,48.62,3.03,3.03,12.91,1,Class 6: Organic soil / peat
5.3,4.75,7,8.74,0.07,19,100.7,51.99,48.71,177.34,115.16,0.07,0.41,Class 2: Sand to silty sand
5.3,3.3,29.7,3.3,0.9,19,100.7,41.2,59.5,53.78,45.93,0.93,0.7,Class 3: Silty sand to sandy silt
5.31,3.33,29.7,3.33,0.89,19,100.89,41.3,59.59,54.22,46.27,0.92,0.7,Class 3: Silty sand to sandy silt
5.32,5.05,6,9.09,0.07,19,101.08,52.19,48.89,183.79,119.1,0.07,0.4,Class 2: Sand to silty sand
5.32,3.4,30,3.41,0.88,19,101.08,41.4,59.68,55.36,47.18,0.91,0.7,Class 3: Silty sand to sandy silt
5.33,3.43,30.2,3.43,0.88,19,101.27,41.5,59.77,55.73,47.49,0.91,0.7,Class 3: Silty sand to sandy silt
5.34,5.4,6,9.34,0.06,19,101.46,52.39,49.07,188.15,121.84,0.06,0.4,Class 2: Sand to silty sand
5.34,3.46,30.4,3.46,0.88,19,101.46,41.59,59.87,56.16,47.84,0.9,0.7,Class 3: Silty sand to sandy silt
5.35,3.47,30.4,3.48,0.87,19,101.65,41.69,59.96,56.33,47.99,0.9,0.69,Class 3: Silty sand to sandy silt
5.36,5.45,6,9.5,0.07,19,101.84,52.58,49.26,190.79,123.66,0.07,0.4,Class 2: Sand to silty sand
5.36,3.49,30.6,3.5,0.87,19,101.84,41.79,60.05,56.56,48.2,0.9,0.69,Class 3: Silty sand to sandy silt
5.37,3.49,30.8,3.5,0.88,19,102.03,41.89,60.14,56.47,48.17,0.91,0.7,Class 3: Silty sand to sandy silt
5.38,5.5,8,9.57,0.08,19,102.22,52.78,49.44,191.39,124.34,0.08,0.4,Class 2: Sand to silty sand
5.38,3.49,31,3.5,0.89,19,102.22,41.99,60.23,56.35,48.11,0.91,0.7,Class 3: Silty sand to sandy silt
5.39,3.5,30.8,3.5,0.88,19,102.41,42.08,60.33,56.34,48.1,0.91,0.7,Class 3: Silty sand to sandy silt
5.4,5.55,8,9.6,0.08,19,102.6,52.97,49.63,191.31,124.66,0.08,0.4,Class 2: Sand to silty sand
5.4,3.5,30.9,3.51,0.88,19,102.6,42.18,60.42,56.33,48.12,0.91,0.7,Class 3: Silty sand to sandy silt
5.41,3.51,31.1,3.52,0.88,19,102.79,42.28,60.51,56.44,48.23,0.91,0.7,Class 3: Silty sand to sandy silt
5.42,5.5,8,9.56,0.09,19,102.98,53.17,49.81,189.9,124.15,0.09,0.4,Class 2: Sand to silty sand
5.42,3.52,31.5,3.53,0.89,19,102.98,42.38,60.6,56.48,48.31,0.92,0.7,Class 3: Silty sand to sandy silt
5.43,3.53,31.4,3.54,0.89,19,103.17,42.48,60.69,56.58,48.4,0.91,0.7,Class 3: Silty sand to sandy silt
5.44,5.35,9,9.48,0.09,19,103.36,53.37,49.99,187.49,123.07,0.09,0.4,Class 2: Sand to silty sand
5.44,3.55,31.3,3.55,0.88,19,103.36,42.58,60.78,56.74,48.54,0.91,0.69,Class 3: Silty sand to sandy silt
5.45,3.58,31.4,3.58,0.88,19,103.55,42.67,60.88,57.16,48.88,0.9,0.69,Class 3: Silty sand to sandy silt
5.46,5.25,9,9.39,0.1,19,103.74,53.56,50.18,185.1,122.14,0.1,0.41,Class 2: Sand to silty sand
5.46,3.6,31.4,3.6,0.87,19,103.74,42.77,60.97,57.39,49.08,0.9,0.69,Class 3: Silty sand to sandy silt
5.47,3.62,31.3,3.62,0.86,19,103.93,42.87,61.06,57.62,49.26,0.89,0.69,Class 3: Silty sand to sandy silt
5.48,5.2,11,9.44,0.09,19,104.12,53.76,50.36,185.38,122.33,0.09,0.41,Class 2: Sand to silty sand
5.48,3.63,30.8,3.64,0.85,19,104.12,42.97,61.15,57.79,49.38,0.87,0.69,Class 3: Silty sand to sandy silt
5.49,3.66,30.4,3.67,0.83,19,104.31,43.07,61.24,58.2,49.68,0.85,0.69,Class 3: Silty sand to sandy silt
5.5,5.45,6,9.56,0.08,19,104.5,53.96,50.55,186.97,123.38,0.08,0.4,Class 2: Sand to silty sand
5.5,3.69,30.1,3.7,0.81,19,104.5,43.16,61.34,58.56,49.95,0.84,0.68,Class 3: Silty sand to sandy silt
5.51,3.7,27.6,3.71,0.74,19,104.69,43.26,61.43,58.65,49.87,0.77,0.68,Class 3: Silty sand to sandy silt
5.52,5.55,7,9.8,0.06,19,104.88,54.15,50.73,191.18,125.9,0.07,0.4,Class 2: Sand to silty sand
5.52,3.73,26.6,3.74,0.71,19,104.88,43.36,61.52,59.07,50.13,0.73,0.67,Class 3: Silty sand to sandy silt
5.53,3.77,26.9,3.78,0.71,19,105.07,43.46,61.61,59.61,50.58,0.73,0.67,Class 3: Silty sand to sandy silt
5.53,0.91,7.6,0.91,0.83,19,105.07,54.25,50.82,15.92,14.51,0.94,0.86,Class 4: Clayey silt to silty clay
5.54,5.9,6,10,0.06,19,105.26,54.35,50.91,194.38,128.04,0.06,0.39,Class 2: Sand to silty sand
5.54,3.8,27.2,3.81,0.71,19,105.26,43.56,61.7,60.02,50.94,0.73,0.67,Class 3: Silty sand to sandy silt
5.54,0.9,7.9,0.9,0.88,19,105.26,54.35,50.91,15.54,14.23,1,0.87,Class 4: Clayey silt to silty clay
5.55,3.83,27,3.84,0.7,19,105.45,43.65,61.8,60.43,51.25,0.72,0.67,Class 3: Silty sand to sandy silt
5.55,0.88,8.6,0.88,0.98,19,105.45,54.45,51,15.15,13.99,1.11,0.88,Class 4: Clayey silt to silty clay
5.56,6,6,10.15,0.06,19,105.64,54.54,51.1,196.58,129.59,0.06,0.39,Class 2: Sand to silty sand
5.56,3.86,27.6,3.87,0.71,19,105.64,43.75,61.89,60.77,51.58,0.73,0.67,Class 3: Silty sand to sandy silt
5.56,0.87,9.7,0.87,1.12,19,105.64,54.54,51.1,14.91,13.88,1.27,0.9,Class 4: Clayey silt to silty clay
5.57,3.89,28.6,3.89,0.73,19,105.83,43.85,61.98,61.12,51.94,0.76,0.67,Class 3: Silty sand to sandy silt
5.57,0.86,10.1,0.86,1.17,19,105.83,54.64,51.19,14.81,13.83,1.33,0.9,Class 4: Clayey silt to silty clay
5.58,5.95,6,10.16,0.06,19,106.02,54.74,51.28,196.16,129.61,0.06,0.39,Class 2: Sand to silty sand
5.58,3.85,28.7,3.86,0.74,19,106.02,43.95,62.07,60.41,51.43,0.77,0.67,Class 3: Silty sand to sandy silt
5.58,0.86,10.7,0.86,1.25,19,106.02,54.74,51.28,14.64,13.75,1.42,0.91,Class 4: Clayey silt to silty clay
5.59,3.81,29.9,3.82,0.78,19,106.21,44.05,62.16,59.69,50.99,0.81,0.68,Class 3: Silty sand to sandy silt
5.59,0.85,10.2,0.85,1.2,19,106.21,54.84,51.37,14.54,13.63,1.37,0.9,Class 4: Clayey silt to silty clay
5.6,5.9,6,10.13,0.07,19,106.4,54.94,51.46,194.77,129.09,0.07,0.39,Class 2: Sand to silty sand
5.6,3.83,29.9,3.83,0.78,19,106.4,44.15,62.26,59.85,51.13,0.8,0.68,Class 3: Silty sand to sandy silt
5.6,0.85,13.3,0.85,1.56,19,106.4,54.94,51.46,14.5,13.79,1.78,0.93,Class 4: Clayey silt to silty clay
5.61,3.79,30,3.8,0.79,19,106.59,44.24,62.35,59.2,50.66,0.81,0.68,Class 3: Silty sand to sandy silt
5.61,0.85,14.5,0.85,1.7,19,106.59,55.03,51.56,14.48,13.84,1.94,0.93,Class 4: Clayey silt to silty clay
5.62,5.85,9,10.06,0.08,19,106.78,55.13,51.65,192.75,128.26,0.08,0.4,Class 2: Sand to silty sand
5.62,3.76,30.1,3.77,0.8,19,106.78,44.34,62.44,58.61,50.24,0.82,0.68,Class 3: Silty sand to sandy silt
5.62,0.85,15.5,0.85,1.82,19,106.78,55.13,51.65,14.45,13.87,2.08,0.94,Class 4: Clayey silt to silty clay
5.63,3.73,30.1,3.74,0.8,19,106.97,44.44,62.53,58.09,49.85,0.83,0.68,Class 3: Silty sand to sandy silt
5.63,0.86,16.7,0.86,1.94,19,106.97,55.23,51.74,14.53,13.99,2.22,0.94,Class 4: Clayey silt to silty clay
5.64,5.7,9,10.06,0.09,19,107.16,55.33,51.83,192.02,128.19,0.09,0.4,Class 2: Sand to silty sand
5.64,3.7,30.1,3.71,0.81,19,107.16,44.54,62.62,57.5,49.42,0.84,0.69,Class 3: Silty sand to sandy silt
5.64,0.87,17,0.87,1.95,19,107.16,55.33,51.83,14.74,14.18,2.23,0.94,Class 4: Clayey silt to silty clay
5.65,3.67,30.4,3.68,0.83,19,107.35,44.64,62.71,56.98,49.06,0.85,0.69,Class 3: Silty sand to sandy silt
5.65,0.9,17.4,0.9,1.93,19,107.35,55.43,51.92,15.26,14.63,2.2,0.94,Class 4: Clayey silt to silty clay
5.66,5.85,8,10.04,0.09,19,107.54,55.52,52.02,190.98,127.95,0.09,0.4,Class 2: Sand to silty sand
5.66,3.62,30.4,3.62,0.84,19,107.54,44.73,62.81,55.97,48.3,0.86,0.69,Class 3: Silty sand to sandy silt
5.66,0.94,17.8,0.94,1.89,19,107.54,55.52,52.02,16.06,15.31,2.13,0.93,Class 4: Clayey silt to silty clay
5.67,3.59,30.3,3.59,0.84,19,107.73,44.83,62.9,55.39,47.86,0.87,0.69,Class 3: Silty sand to sandy silt
5.67,0.96,19.3,0.96,2,19,107.73,55.62,52.11,16.44,15.69,2.25,0.93,Class 4: Clayey silt to silty clay
5.68,5.75,11,10.02,0.1,19,107.92,55.72,52.2,189.95,127.71,0.1,0.4,Class 2: Sand to silty sand
5.68,3.56,30.3,3.57,0.85,19,107.92,44.93,62.99,54.94,47.53,0.88,0.7,Class 3: Silty sand to sandy silt
5.68,0.98,20.2,0.98,2.06,19,107.92,55.72,52.2,16.68,15.93,2.32,0.93,Class 4: Clayey silt to silty clay
5.69,3.54,30.3,3.55,0.85,19,108.11,45.03,63.08,54.49,47.2,0.88,0.7,Class 3: Silty sand to sandy silt
5.69,1,20.6,1,2.06,19,108.11,55.82,52.29,17.06,16.26,2.31,0.93,Class 4: Clayey silt to silty clay
5.7,5.6,11,9.84,0.11,19,108.3,55.92,52.38,185.75,125.66,0.11,0.41,Class 2: Sand to silty sand
5.7,3.54,30.3,3.54,0.86,19,108.3,45.13,63.17,54.38,47.13,0.88,0.7,Class 3: Silty sand to sandy silt
5.7,1.02,20.8,1.02,2.04,19,108.3,55.92,52.38,17.37,16.52,2.29,0.92,Class 4: Clayey silt to silty clay
5.71,3.54,30.6,3.54,0.86,19,108.49,45.22,63.27,54.26,47.07,0.89,0.7,Class 3: Silty sand to sandy silt
5.71,1.05,20.9,1.05,2,19,108.49,56.02,52.47,17.88,16.95,2.23,0.92,Class 4: Clayey silt to silty clay
5.72,5.25,11,9.72,0.1,19,108.68,56.11,52.57,182.84,123.86,0.1,0.41,Class 2: Sand to silty sand
5.72,3.53,30.6,3.54,0.86,19,108.68,45.32,63.36,54.12,46.98,0.89,0.7,Class 3: Silty sand to sandy silt
5.72,0.99,20.9,0.99,2.1,19,108.68,56.11,52.57,16.86,16.11,2.36,0.93,Class 4: Clayey silt to silty clay
5.73,3.53,30.6,3.53,0.87,19,108.87,45.42,63.45,53.98,46.89,0.89,0.7,Class 3: Silty sand to sandy silt
5.73,0.99,20.9,0.99,2.1,19,108.87,56.21,52.66,16.8,16.07,2.36,0.93,Class 4: Clayey silt to silty clay
5.74,5.35,7,9.45,0.1,19,109.06,56.31,52.75,177.11,120.57,0.1,0.41,Class 2: Sand to silty sand
5.74,3.51,30.5,3.51,0.87,19,109.06,45.52,63.54,53.59,46.6,0.9,0.7,Class 3: Silty sand to sandy silt
5.74,0.99,20.9,0.99,2.11,19,109.06,56.31,52.75,16.75,16.02,2.37,0.93,Class 4: Clayey silt to silty clay
5.75,3.49,30.4,3.5,0.87,19,109.25,45.62,63.63,53.21,46.31,0.9,0.7,Class 3: Silty sand to sandy silt
5.75,0.99,20.9,0.99,2.1,19,109.25,56.41,52.84,16.73,16,2.36,0.93,Class 4: Clayey silt to silty clay
5.76,4.75,10,9.2,0.08,19,109.44,56.51,52.93,171.73,117.23,0.08,0.41,Class 2: Sand to silty sand
5.76,3.47,30.2,3.48,0.87,19,109.44,45.71,63.73,52.82,46.01,0.9,0.7,Class 3: Silty sand to sandy silt
5.76,0.99,21.4,0.99,2.16,19,109.44,56.51,52.93,16.63,15.94,2.43,0.94,Class 4: Clayey silt to silty clay
5.77,3.45,29.9,3.46,0.86,19,109.63,45.81,63.82,52.5,45.76,0.89,0.7,Class 3: Silty sand to sandy silt
5.77,0.98,21.8,0.98,2.24,19,109.63,56.6,53.03,16.32,15.71,2.52,0.94,Class 4: Clayey silt to silty clay
5.78,4.45,6,8.9,0.08,19,109.82,56.7,53.12,165.45,113.51,0.08,0.42,Class 2: Sand to silty sand
5.78,3.43,29.8,3.44,0.87,19,109.82,45.91,63.91,52.06,45.42,0.9,0.7,Class 3: Silty sand to sandy silt
5.78,0.97,22.2,0.97,2.29,19,109.82,56.7,53.12,16.16,15.59,2.59,0.94,Class 4: Clayey silt to silty clay
5.79,3.43,30,3.43,0.87,19,110.01,46.01,64,51.92,45.34,0.9,0.7,Class 3: Silty sand to sandy silt
5.79,0.96,23.1,0.96,2.4,19,110.01,56.8,53.21,15.99,15.48,2.71,0.95,Class 4: Clayey silt to silty clay
5.8,4.4,5,8.75,0.06,19,110.2,56.9,53.3,162.03,111.46,0.06,0.42,Class 2: Sand to silty sand
5.8,3.43,29.8,3.43,0.87,19,110.2,46.11,64.09,51.84,45.28,0.9,0.7,Class 3: Silty sand to sandy silt
5.8,0.96,22.3,0.96,2.32,19,110.2,56.9,53.3,15.96,15.42,2.62,0.95,Class 4: Clayey silt to silty clay
5.81,3.42,29.6,3.43,0.86,19,110.39,46.21,64.18,51.71,45.18,0.89,0.7,Class 3: Silty sand to sandy silt
5.81,0.96,23.6,0.96,2.46,19,110.39,57,53.39,15.93,15.45,2.77,0.95,Class 4: Clayey silt to silty clay
5.82,4.25,5,8.68,0.05,19,110.58,57.09,53.49,160.19,110.54,0.05,0.42,Class 2: Sand to silty sand
5.82,3.42,29.3,3.43,0.85,19,110.58,46.3,64.28,51.66,45.14,0.88,0.7,Class 3: Silty sand to sandy silt
5.82,0.96,29.1,0.96,3.03,19,110.58,57.09,53.49,15.9,15.61,3.42,0.97,Class 4: Clayey silt to silty clay
5.83,3.43,28.9,3.43,0.84,19,110.77,46.4,64.37,51.61,45.1,0.87,0.7,Class 3: Silty sand to sandy silt
5.83,0.97,29.7,0.97,3.07,19,110.77,57.19,53.58,16,15.72,3.46,0.97,Class 4: Clayey silt to silty clay
5.84,4.2,4,8.68,0.05,19,110.96,57.29,53.67,159.6,110.47,0.05,0.42,Class 2: Sand to silty sand
5.84,3.44,29.6,3.45,0.86,19,110.96,46.5,64.46,51.78,45.28,0.89,0.7,Class 3: Silty sand to sandy silt
5.84,0.98,30.3,0.98,3.08,19,110.96,57.29,53.67,16.24,15.94,3.48,0.97,Class 4: Clayey silt to silty clay
5.85,3.45,30.3,3.46,0.88,19,111.15,46.6,64.55,51.88,45.42,0.9,0.71,Class 3: Silty sand to sandy silt
5.85,1,30.2,1,3.03,19,111.15,57.39,53.76,16.47,16.13,3.41,0.97,Class 4: Clayey silt to silty clay
5.86,4.35,3,8.69,0.04,19,111.34,57.49,53.85,159.33,110.58,0.04,0.42,Class 2: Sand to silty sand
5.86,3.49,30.2,3.5,0.86,19,111.34,46.7,64.64,52.4,45.85,0.89,0.7,Class 3: Silty sand to sandy silt
5.86,1.01,34.1,1.01,3.37,19,111.34,57.49,53.85,16.71,16.45,3.79,0.98,Class 4: Clayey silt to silty clay
5.87,3.51,31,3.52,0.88,19,111.53,46.79,64.74,52.62,46.08,0.91,0.7,Class 3: Silty sand to sandy silt
5.87,1.07,37.9,1.07,3.55,19,111.53,57.58,53.95,17.74,17.43,3.96,0.97,Class 4: Clayey silt to silty clay
5.88,4.25,4,8.69,0.04,19,111.72,57.68,54.04,158.75,110.42,0.04,0.42,Class 2: Sand to silty sand
5.88,3.54,30.8,3.55,0.87,19,111.72,46.89,64.83,52.96,46.36,0.9,0.7,Class 3: Silty sand to sandy silt
5.88,1.09,40.5,1.09,3.72,19,111.72,57.68,54.04,18.1,17.82,4.14,0.97,Class 4: Clayey silt to silty clay
5.89,3.56,31,3.56,0.87,19,111.91,46.99,64.92,53.19,46.56,0.9,0.7,Class 3: Silty sand to sandy silt
5.89,1.12,40.6,1.12,3.63,19,111.91,57.78,54.13,18.6,18.24,4.03,0.97,Class 4: Clayey silt to silty clay
5.9,4.15,4,8.57,0.05,19,112.1,57.88,54.22,156.02,108.73,0.06,0.42,Class 2: Sand to silty sand
5.9,3.6,31.1,3.61,0.86,19,112.1,47.09,65.01,53.76,47.04,0.89,0.7,Class 3: Silty sand to sandy silt
5.9,1.18,40.4,1.18,3.44,19,112.1,57.88,54.22,19.62,19.1,3.8,0.96,Class 4: Clayey silt to silty clay
5.91,3.62,31.1,3.63,0.86,19,112.29,47.19,65.1,53.98,47.23,0.88,0.7,Class 3: Silty sand to sandy silt
5.91,1.24,40.2,1.24,3.24,19,112.29,57.98,54.31,20.77,20.06,3.56,0.94,Class 4: Clayey silt to silty clay
5.92,3.95,6,8.45,0.06,19,112.48,58.08,54.4,153.31,107.21,0.06,0.42,Class 2: Sand to silty sand
5.92,3.64,31.1,3.65,0.85,19,112.48,47.28,65.2,54.2,47.42,0.88,0.7,Class 3: Silty sand to sandy silt
5.92,1.39,38.6,1.39,2.77,19,112.48,58.08,54.4,23.57,22.32,3.01,0.91,Class 4: Clayey silt to silty clay
5.93,3.66,31.3,3.67,0.85,19,112.67,47.38,65.29,54.42,47.62,0.88,0.7,Class 3: Silty sand to sandy silt
5.93,1.47,35.9,1.47,2.44,19,112.67,58.17,54.5,24.97,23.38,2.64,0.89,Class 4: Clayey silt to silty clay
5.94,3.85,6,8.35,0.07,19,112.86,58.27,54.59,150.93,105.93,0.07,0.43,Class 2: Sand to silty sand
5.94,3.67,31.9,3.67,0.87,19,112.86,47.48,65.38,54.46,47.71,0.9,0.7,Class 3: Silty sand to sandy silt
5.94,1.52,33.7,1.52,2.21,19,112.86,58.27,54.59,25.85,23.99,2.39,0.88,Class 4: Clayey silt to silty clay
5.95,3.73,31.9,3.74,0.85,19,113.05,47.58,65.47,55.32,48.41,0.88,0.69,Class 3: Silty sand to sandy silt
5.96,3.8,6,8.25,0.08,19,113.24,58.47,54.77,148.56,104.7,0.08,0.43,Class 2: Sand to silty sand
5.96,3.74,31.9,3.75,0.85,19,113.24,47.68,65.56,55.48,48.55,0.88,0.69,Class 3: Silty sand to sandy silt
5.97,3.77,31.9,3.78,0.84,19,113.43,47.77,65.66,55.81,48.83,0.87,0.69,Class 3: Silty sand to sandy silt
5.98,3.6,8,8.1,0.07,19,113.62,58.66,54.96,145.29,102.72,0.08,0.43,Class 2: Sand to silty sand
5.98,3.8,32,3.8,0.84,19,113.62,47.87,65.75,56.14,49.12,0.87,0.69,Class 3: Silty sand to sandy silt
5.99,3.81,32.1,3.82,0.84,19,113.81,47.97,65.84,56.24,49.22,0.87,0.69,Class 3: Silty sand to sandy silt
6,3.35,4,7.91,0.07,19,114,58.86,55.14,141.45,100.41,0.07,0.44,Class 2: Sand to silty sand
6,3.81,32.5,3.82,0.85,19,114,48.07,65.93,56.16,49.2,0.88,0.69,Class 3: Silty sand to sandy silt
6.01,3.79,32.9,3.8,0.87,19,114.19,48.17,66.02,55.78,48.94,0.89,0.69,Class 3: Silty sand to sandy silt
6.02,3.2,5,7.71,0.06,19,114.38,59.06,55.32,137.32,97.88,0.06,0.44,Class 2: Sand to silty sand
6.02,3.78,33,3.79,0.87,19,114.38,48.27,66.11,55.59,48.81,0.9,0.7,Class 3: Silty sand to sandy silt
6.03,3.78,32.5,3.78,0.86,19,114.57,48.36,66.21,55.42,48.66,0.89,0.69,Class 3: Silty sand to sandy silt
6.04,2.95,4,7.54,0.07,19,114.76,59.25,55.51,133.83,95.79,0.07,0.44,Class 2: Sand to silty sand
6.04,3.78,32.8,3.78,0.87,19,114.76,48.46,66.3,55.35,48.64,0.89,0.7,Class 3: Silty sand to sandy silt
6.05,3.78,33.1,3.79,0.87,19,114.95,48.56,66.39,55.29,48.63,0.9,0.7,Class 3: Silty sand to sandy silt
6.06,2.8,6,7.38,0.06,19,115.14,59.45,55.69,130.36,93.68,0.06,0.45,Class 2: Sand to silty sand
6.06,3.8,33,3.81,0.87,19,115.14,48.66,66.48,55.56,48.86,0.89,0.69,Class 3: Silty sand to sandy silt
6.07,3.85,33.2,3.86,0.86,19,115.33,48.76,66.57,56.24,49.43,0.89,0.69,Class 3: Silty sand to sandy silt
6.08,2.65,4,7.24,0.06,19,115.52,59.64,55.88,127.51,91.96,0.06,0.45,Class 2: Sand to silty sand
6.08,3.88,34,3.88,0.88,19,115.52,48.85,66.67,56.5,49.7,0.9,0.69,Class 3: Silty sand to sandy silt
6.09,3.9,33.7,3.91,0.86,19,115.71,48.95,66.76,56.83,49.96,0.89,0.69,Class 3: Silty sand to sandy silt
6.1,2.5,3,7.11,0.05,19,115.9,59.84,56.06,124.67,90.31,0.05,0.46,Class 2: Sand to silty sand
6.1,3.92,34.2,3.93,0.87,19,115.9,49.05,66.85,57.04,50.18,0.9,0.69,Class 3: Silty sand to sandy silt
6.11,3.97,34.6,3.97,0.87,19,116.09,49.15,66.94,57.6,50.66,0.9,0.69,Class 3: Silty sand to sandy silt
6.12,2.35,3,6.97,0.05,19,116.28,60.04,56.24,121.86,88.59,0.05,0.46,Class 2: Sand to silty sand
6.12,3.99,34.4,3.99,0.86,19,116.28,49.25,67.03,57.8,50.84,0.89,0.69,Class 3: Silty sand to sandy silt
6.13,4.01,36.8,4.01,0.92,19,116.47,49.34,67.13,58.07,51.19,0.94,0.69,Class 3: Silty sand to sandy silt
6.14,2.2,4,6.94,0.05,19,116.66,60.23,56.43,120.84,88.02,0.05,0.46,Class 2: Sand to silty sand
6.14,4.01,36.9,4.02,0.92,19,116.66,49.44,67.22,58.04,51.19,0.95,0.69,Class 3: Silty sand to sandy silt
6.15,4.01,37.5,4.01,0.93,19,116.85,49.54,67.31,57.9,51.13,0.96,0.7,Class 3: Silty sand to sandy silt
6.16,2.35,4,6.97,0.05,19,117.04,60.43,56.61,121,88.28,0.05,0.46,Class 2: Sand to silty sand
6.16,4.01,38.3,4.02,0.95,19,117.04,49.64,67.4,57.88,51.17,0.98,0.7,Class 3: Silty sand to sandy silt
6.17,4,38.4,4.01,0.96,19,117.23,49.74,67.49,57.68,51.03,0.99,0.7,Class 3: Silty sand to sandy silt
6.18,2.4,3,7.13,0.05,19,117.42,60.63,56.79,123.5,90.14,0.05,0.46,Class 2: Sand to silty sand
6.18,3.98,38.4,3.99,0.96,19,117.42,49.83,67.59,57.25,50.71,0.99,0.7,Class 3: Silty sand to sandy silt
6.19,3.95,38.5,3.95,0.97,19,117.61,49.93,67.68,56.66,50.25,1,0.7,Class 3: Silty sand to sandy silt
6.2,2.65,3,7.41,0.04,19,117.8,60.82,56.98,128.04,93.34,0.05,0.45,Class 2: Sand to silty sand
6.2,3.87,38.6,3.88,1,19,117.8,50.03,67.77,55.49,49.32,1.03,0.71,Class 3: Silty sand to sandy silt
